     8.34266E-31    5.83575E-18    4.73000E-15
     8.34266E-30    5.86470E-18    4.76000E-15
     8.34266E-29    6.05029E-18    4.91000E-15
     9.99467E-28    8.61146E-18    6.99000E-15
     1.15641E-26    1.21748E-17    9.90000E-15
     1.40421E-25    3.34808E-17    2.72000E-14
     4.80735E-24    1.57382E-16    1.27000E-13
     1.56941E-22    8.53722E-16    6.93000E-13
     8.04860E-21    7.75032E-15    6.29500E-12
     4.10360E-20    1.94649E-14    1.58100E-11
     2.00802E-19    4.88997E-14    3.97200E-11
     9.50733E-19    1.22788E-13    9.97600E-11
     4.34975E-18    3.08528E-13    2.50600E-10
     1.91468E-17    7.75032E-13    6.29400E-10
     8.05769E-17    1.94649E-12    1.58100E-09
     3.23051E-16    4.89072E-12    3.97200E-09
     4.34396E-16    6.15720E-12    5.00000E-09
     1.18532E-15    1.22862E-11    9.97600E-09
     3.16608E-15    2.45130E-11    1.99000E-08
     8.30962E-15    4.89220E-11    3.97200E-08
     2.15092E-14    9.76213E-11    7.92400E-08
     5.51441E-14    1.94797E-10    1.58100E-07
     7.21764E-14    2.45278E-10    1.99000E-07
     1.34556E-13    3.88778E-10    3.15500E-07
     2.50197E-13    6.16239E-10    5.00000E-07
     3.41058E-13    7.75774E-10    6.29400E-07
     4.15977E-13    9.76955E-10    7.92400E-07
     5.66640E-13    1.23010E-09    9.97600E-07
     1.05068E-12    1.94946E-09    1.58100E-06
     1.94607E-12    3.09122E-09    2.50600E-06
     3.60304E-12    4.90111E-09    3.97200E-06
     4.67684E-12    6.17130E-09    5.00000E-06
     6.36190E-12    7.76516E-09    6.29400E-06
     8.65654E-12    9.78440E-09    7.92400E-06
     1.17706E-11    1.23159E-08    9.97600E-06
     1.60080E-11    1.55155E-08    1.25600E-05
     2.06749E-11    1.95317E-08    1.58100E-05
     2.81172E-11    2.45946E-08    1.99000E-05
     3.82275E-11    3.09716E-08    2.50600E-05
     4.91391E-11    3.90040E-08    3.15500E-05
     6.68156E-11    4.91225E-08    3.97200E-05
     9.08606E-11    6.18615E-08    5.00000E-05
     1.20514E-10    7.78743E-08    6.29400E-05
     1.67927E-10    9.81410E-08    7.92400E-05
     2.14514E-10    1.23530E-07    9.97600E-05
     2.38881E-10    1.36893E-07    1.10500E-04
     2.71756E-10    1.55600E-07    1.25600E-04
     3.69472E-10    1.95985E-07    1.58100E-04
     4.80405E-10    2.46837E-07    1.99000E-04
     6.22643E-10    3.10903E-07    2.50600E-04
     6.44698E-10    3.19144E-07    2.57200E-04
     6.51719E-10    3.31096E-07    2.67000E-04
     6.89880E-10    3.88110E-07    3.12600E-04
     7.51500E-10    4.90705E-07    3.95100E-04
     8.12046E-10    5.91221E-07    4.75900E-04
     8.94564E-10    7.22175E-07    5.81200E-04
     1.00608E-09    8.87871E-07    7.14300E-04
     1.15558E-09    1.09202E-06    8.78600E-04
     1.35300E-09    1.33997E-06    1.07700E-03
     1.61071E-09    1.63469E-06    1.31400E-03
     2.14101E-09    2.17514E-06    1.74800E-03
     2.89598E-09    2.84549E-06    2.28700E-03
     3.94087E-09    3.66210E-06    2.94200E-03
     5.35334E-09    4.66504E-06    3.72600E-03
     7.22590E-09    5.79121E-06    4.65000E-03
     9.66427E-09    7.13564E-06    5.72800E-03
     1.40008E-08    9.24990E-06    7.42400E-03
     1.82465E-08    1.11058E-05    8.90700E-03
     2.35412E-08    1.32141E-05    1.06000E-02
     3.24620E-08    1.64063E-05    1.31000E-02
     5.10472E-08    2.21968E-05    1.78000E-02
     7.24407E-08    2.79873E-05    2.24000E-02
     1.14815E-07    3.77123E-05    3.03000E-02
     1.55289E-07    4.59525E-05    3.67000E-02
     2.19718E-07    5.73850E-05    4.58000E-02
     2.30991E-07    6.12263E-05    4.90789E-02
     2.43925E-07    6.23490E-05    4.99754E-02
     2.57091E-07    6.34495E-05    5.08539E-02
     2.70484E-07    6.45289E-05    5.17155E-02
     2.84101E-07    6.55887E-05    5.25612E-02
     2.97936E-07    6.66299E-05    5.33919E-02
     3.11986E-07    6.76536E-05    5.42085E-02
     3.26248E-07    6.86606E-05    5.50116E-02
     3.40718E-07    6.96520E-05    5.58020E-02
     3.55392E-07    7.06284E-05    5.65804E-02
     3.70269E-07    7.15906E-05    5.73473E-02
     3.85344E-07    7.25392E-05    5.81032E-02
     4.00615E-07    7.34750E-05    5.88487E-02
     4.16080E-07    7.43985E-05    5.95843E-02
     4.31735E-07    7.53101E-05    6.03103E-02
     4.47579E-07    7.62105E-05    6.10271E-02
     4.63609E-07    7.71001E-05    6.17353E-02
     4.79822E-07    7.79793E-05    6.24350E-02
     4.96218E-07    7.88486E-05    6.31266E-02
     5.12793E-07    7.97083E-05    6.38105E-02
     5.29545E-07    8.05587E-05    6.44869E-02
     5.46474E-07    8.14003E-05    6.51561E-02
     5.63576E-07    8.22333E-05    6.58184E-02
     5.80850E-07    8.30581E-05    6.64740E-02
     5.98295E-07    8.38749E-05    6.71231E-02
     6.15908E-07    8.46840E-05    6.77660E-02
     6.33688E-07    8.54857E-05    6.84028E-02
     6.51634E-07    8.62801E-05    6.90337E-02
     6.69744E-07    8.70676E-05    6.96590E-02
     6.88017E-07    8.78483E-05    7.02788E-02
     7.06450E-07    8.86225E-05    7.08932E-02
     7.25044E-07    8.93903E-05    7.15025E-02
     7.43796E-07    9.01520E-05    7.21068E-02
     7.62705E-07    9.09076E-05    7.27062E-02
     7.81770E-07    9.16575E-05    7.33009E-02
     8.00989E-07    9.24016E-05    7.38909E-02
     8.20362E-07    9.31403E-05    7.44765E-02
     8.39888E-07    9.38737E-05    7.50577E-02
     8.59565E-07    9.46018E-05    7.56346E-02
     8.79392E-07    9.53248E-05    7.62074E-02
     8.99367E-07    9.60429E-05    7.67762E-02
     9.19491E-07    9.67562E-05    7.73411E-02
     9.39762E-07    9.74648E-05    7.79021E-02
     9.60179E-07    9.81688E-05    7.84593E-02
     9.80741E-07    9.88683E-05    7.90129E-02
     1.00145E-06    9.95635E-05    7.95630E-02
     1.02230E-06    1.00254E-04    8.01095E-02
     1.04329E-06    1.00941E-04    8.06527E-02
     1.06442E-06    1.01624E-04    8.11925E-02
     1.08569E-06    1.02302E-04    8.17290E-02
     1.10711E-06    1.02977E-04    8.22624E-02
     1.12866E-06    1.03648E-04    8.27926E-02
     1.15035E-06    1.04315E-04    8.33198E-02
     1.17218E-06    1.04979E-04    8.38440E-02
     1.19414E-06    1.05639E-04    8.43653E-02
     1.21624E-06    1.06296E-04    8.48837E-02
     1.23848E-06    1.06949E-04    8.53993E-02
     1.26085E-06    1.07598E-04    8.59121E-02
     1.28335E-06    1.08245E-04    8.64223E-02
     1.30598E-06    1.08888E-04    8.69298E-02
     1.32875E-06    1.09528E-04    8.74347E-02
     1.35165E-06    1.10165E-04    8.79370E-02
     1.37468E-06    1.10799E-04    8.84368E-02
     1.39784E-06    1.11430E-04    8.89342E-02
     1.42113E-06    1.12058E-04    8.94292E-02
     1.44455E-06    1.12683E-04    8.99218E-02
     1.46810E-06    1.13305E-04    9.04120E-02
     1.49177E-06    1.13925E-04    9.09000E-02
     1.51557E-06    1.14542E-04    9.13858E-02
     1.53950E-06    1.15156E-04    9.18693E-02
     1.56356E-06    1.15767E-04    9.23506E-02
     1.58774E-06    1.16376E-04    9.28299E-02
     1.61204E-06    1.16983E-04    9.33070E-02
     1.63647E-06    1.17587E-04    9.37820E-02
     1.66102E-06    1.18188E-04    9.42550E-02
     1.68570E-06    1.18787E-04    9.47261E-02
     1.71050E-06    1.19384E-04    9.51951E-02
     1.73542E-06    1.19978E-04    9.56622E-02
     1.76046E-06    1.20570E-04    9.61274E-02
     1.78563E-06    1.21159E-04    9.65908E-02
     1.81091E-06    1.21747E-04    9.70522E-02
     1.83632E-06    1.22332E-04    9.75119E-02
     1.86184E-06    1.22915E-04    9.79697E-02
     1.88749E-06    1.23496E-04    9.84258E-02
     1.91325E-06    1.24075E-04    9.88802E-02
     1.93913E-06    1.24652E-04    9.93328E-02
     1.96513E-06    1.25226E-04    9.97837E-02
     1.99125E-06    1.25799E-04    1.00233E-01
     2.01748E-06    1.26370E-04    1.00681E-01
     2.04383E-06    1.26939E-04    1.01127E-01
     2.07030E-06    1.27506E-04    1.01571E-01
     2.09688E-06    1.28070E-04    1.02014E-01
     2.12358E-06    1.28634E-04    1.02455E-01
     2.15040E-06    1.29195E-04    1.02895E-01
     2.17732E-06    1.29754E-04    1.03333E-01
     2.20437E-06    1.30312E-04    1.03770E-01
     2.23152E-06    1.30868E-04    1.04205E-01
     2.25879E-06    1.31422E-04    1.04638E-01
     2.28618E-06    1.31974E-04    1.05071E-01
     2.31367E-06    1.32525E-04    1.05502E-01
     2.34128E-06    1.33074E-04    1.05931E-01
     2.36900E-06    1.33621E-04    1.06359E-01
     2.39683E-06    1.34167E-04    1.06786E-01
     2.42477E-06    1.34711E-04    1.07211E-01
     2.45283E-06    1.35253E-04    1.07635E-01
     2.48099E-06    1.35794E-04    1.08058E-01
     2.50927E-06    1.36333E-04    1.08479E-01
     2.53765E-06    1.36871E-04    1.08900E-01
     2.56614E-06    1.37407E-04    1.09318E-01
     2.59475E-06    1.37942E-04    1.09736E-01
     2.62346E-06    1.38475E-04    1.10152E-01
     2.65228E-06    1.39007E-04    1.10567E-01
     2.68121E-06    1.39537E-04    1.10981E-01
     2.71024E-06    1.40066E-04    1.11394E-01
     2.73939E-06    1.40593E-04    1.11805E-01
     2.76864E-06    1.41119E-04    1.12216E-01
     2.79800E-06    1.41644E-04    1.12625E-01
     2.82746E-06    1.42167E-04    1.13033E-01
     2.85704E-06    1.42689E-04    1.13439E-01
     2.88671E-06    1.43210E-04    1.13845E-01
     2.91650E-06    1.43729E-04    1.14250E-01
     2.94639E-06    1.44247E-04    1.14653E-01
     2.97638E-06    1.44763E-04    1.15055E-01
     3.00648E-06    1.45279E-04    1.15457E-01
     3.03668E-06    1.45793E-04    1.15857E-01
     3.06699E-06    1.46306E-04    1.16256E-01
     3.09740E-06    1.46817E-04    1.16654E-01
     3.12792E-06    1.47327E-04    1.17051E-01
     3.15854E-06    1.47837E-04    1.17447E-01
     3.18926E-06    1.48344E-04    1.17842E-01
     3.22009E-06    1.48851E-04    1.18236E-01
     3.25102E-06    1.49357E-04    1.18629E-01
     3.28205E-06    1.49861E-04    1.19021E-01
     3.31318E-06    1.50364E-04    1.19412E-01
     3.34442E-06    1.50866E-04    1.19802E-01
     3.37575E-06    1.51367E-04    1.20191E-01
     3.40719E-06    1.51867E-04    1.20580E-01
     3.43873E-06    1.52365E-04    1.20967E-01
     3.47037E-06    1.52863E-04    1.21353E-01
     3.50212E-06    1.53359E-04    1.21738E-01
     3.53396E-06    1.53855E-04    1.22123E-01
     3.56590E-06    1.54349E-04    1.22506E-01
     3.59794E-06    1.54842E-04    1.22889E-01
     3.63009E-06    1.55334E-04    1.23270E-01
     3.66233E-06    1.55826E-04    1.23651E-01
     3.69467E-06    1.56316E-04    1.24031E-01
     3.72711E-06    1.56805E-04    1.24410E-01
     3.75965E-06    1.57293E-04    1.24788E-01
     3.79229E-06    1.57780E-04    1.25166E-01
     3.82502E-06    1.58266E-04    1.25542E-01
     3.85786E-06    1.58751E-04    1.25918E-01
     3.89079E-06    1.59235E-04    1.26293E-01
     3.92382E-06    1.59718E-04    1.26667E-01
     3.95695E-06    1.60200E-04    1.27040E-01
     3.99017E-06    1.60681E-04    1.27412E-01
     4.02349E-06    1.61162E-04    1.27784E-01
     4.05691E-06    1.61641E-04    1.28154E-01
     4.09043E-06    1.62119E-04    1.28524E-01
     4.12404E-06    1.62597E-04    1.28894E-01
     4.15775E-06    1.63073E-04    1.29262E-01
     4.19155E-06    1.63549E-04    1.29629E-01
     4.22546E-06    1.64023E-04    1.29996E-01
     4.25945E-06    1.64497E-04    1.30362E-01
     4.29354E-06    1.64970E-04    1.30728E-01
     4.32773E-06    1.65442E-04    1.31092E-01
     4.36201E-06    1.65913E-04    1.31456E-01
     4.39639E-06    1.66384E-04    1.31819E-01
     4.43086E-06    1.66853E-04    1.32181E-01
     4.46543E-06    1.67322E-04    1.32543E-01
     4.50009E-06    1.67790E-04    1.32904E-01
     4.53484E-06    1.68256E-04    1.33264E-01
     4.56969E-06    1.68723E-04    1.33623E-01
     4.60464E-06    1.69188E-04    1.33982E-01
     4.63967E-06    1.69652E-04    1.34340E-01
     4.67480E-06    1.70116E-04    1.34697E-01
     4.71002E-06    1.70579E-04    1.35054E-01
     4.74534E-06    1.71041E-04    1.35410E-01
     4.78075E-06    1.71502E-04    1.35765E-01
     4.81625E-06    1.71962E-04    1.36120E-01
     4.85184E-06    1.72422E-04    1.36474E-01
     4.88753E-06    1.72881E-04    1.36827E-01
     4.92331E-06    1.73339E-04    1.37180E-01
     4.95918E-06    1.73796E-04    1.37531E-01
     4.99514E-06    1.74253E-04    1.37883E-01
     5.03119E-06    1.74709E-04    1.38233E-01
     5.06734E-06    1.75164E-04    1.38583E-01
     5.10358E-06    1.75618E-04    1.38933E-01
     5.13990E-06    1.76072E-04    1.39281E-01
     5.17632E-06    1.76525E-04    1.39629E-01
     5.21283E-06    1.76977E-04    1.39977E-01
     5.24943E-06    1.77428E-04    1.40324E-01
     5.28612E-06    1.77879E-04    1.40670E-01
     5.32290E-06    1.78329E-04    1.41015E-01
     5.35978E-06    1.78778E-04    1.41360E-01
     5.39674E-06    1.79227E-04    1.41705E-01
     5.43379E-06    1.79675E-04    1.42048E-01
     5.47093E-06    1.80122E-04    1.42391E-01
     5.50816E-06    1.80568E-04    1.42734E-01
     5.54548E-06    1.81014E-04    1.43076E-01
     5.58289E-06    1.81459E-04    1.43417E-01
     5.62039E-06    1.81904E-04    1.43758E-01
     5.65797E-06    1.82348E-04    1.44098E-01
     5.69565E-06    1.82791E-04    1.44438E-01
     5.73341E-06    1.83233E-04    1.44777E-01
     5.77126E-06    1.83675E-04    1.45115E-01
     5.80921E-06    1.84116E-04    1.45453E-01
     5.84723E-06    1.84557E-04    1.45790E-01
     5.88535E-06    1.84997E-04    1.46127E-01
     5.92356E-06    1.85436E-04    1.46463E-01
     5.96185E-06    1.85874E-04    1.46799E-01
     6.00023E-06    1.86312E-04    1.47134E-01
     6.03870E-06    1.86750E-04    1.47469E-01
     6.07725E-06    1.87186E-04    1.47803E-01
     6.11590E-06    1.87622E-04    1.48136E-01
     6.15462E-06    1.88058E-04    1.48469E-01
     6.19344E-06    1.88493E-04    1.48802E-01
     6.23234E-06    1.88927E-04    1.49133E-01
     6.27133E-06    1.89361E-04    1.49465E-01
     6.31041E-06    1.89794E-04    1.49796E-01
     6.34957E-06    1.90226E-04    1.50126E-01
     6.38882E-06    1.90658E-04    1.50456E-01
     6.42815E-06    1.91089E-04    1.50785E-01
     6.46757E-06    1.91520E-04    1.51114E-01
     6.50708E-06    1.91950E-04    1.51442E-01
     6.54667E-06    1.92379E-04    1.51769E-01
     6.58635E-06    1.92808E-04    1.52097E-01
     6.62611E-06    1.93237E-04    1.52423E-01
     6.66596E-06    1.93664E-04    1.52750E-01
     6.70589E-06    1.94092E-04    1.53075E-01
     6.74591E-06    1.94518E-04    1.53401E-01
     6.78601E-06    1.94944E-04    1.53725E-01
     6.82620E-06    1.95370E-04    1.54049E-01
